ClusterID NumberOfMembers Genes Species
75162680 NA Solyc01g108977.1 Sly
75162097 NA Solyc01g109315.1 Sly
75162636 NA Solyc01g109495.1 Sly
74536789 NA Solyc01g109655.1 Sly
74535775 NA Solyc01g109655.1 Sly
75155158 NA Solyc01g110035.1 Sly
75162174 NA Solyc01g110145.1 Sly
75162174 NA Solyc01g110145.1 Sly
75153180 NA Solyc01g110145.1 Sly
75162174 NA Solyc01g110145.1 Sly
75160901 NA Solyc01g110145.1 Sly
75162380 NA Solyc01g110195.1 Sly
75145657 NA Solyc01g110255.1 Sly
75162790 NA Solyc01g110365.1 Sly
75162790 NA Solyc01g110365.1 Sly
75156636 NA Solyc01g110385.1 Sly
75162515 NA Solyc01g110605.1 Sly
75162515 NA Solyc01g110605.1 Sly
75162515 NA Solyc01g110605.1 Sly
75162968 NA Solyc01g110647.1 Sly
75162968 NA Solyc01g110647.1 Sly
75162515 NA Solyc01g110647.1 Sly
75152618 NA Solyc01g110688.1 Sly
75162968 NA Solyc01g110735.1 Sly
75162968 NA Solyc01g110735.1 Sly
75162968 NA Solyc01g110735.1 Sly
75162968 NA Solyc01g110785.1 Sly
75162968 NA Solyc01g110785.1 Sly
75162968 NA Solyc01g110785.1 Sly
75162968 NA Solyc01g110785.1 Sly
75162968 NA Solyc01g110843.1 Sly
75139132 NA Solyc01g110843.1 Sly
75162968 NA Solyc01g110843.1 Sly
74536747 NA Solyc01g110843.1 Sly
75162968 NA Solyc01g110843.1 Sly
75162968 NA Solyc01g110847.1 Sly
75162968 NA Solyc01g110847.1 Sly
75162968 NA Solyc01g110847.1 Sly
75162968 NA Solyc01g110913.1 Sly
75162968 NA Solyc01g110913.1 Sly
75162968 NA Solyc01g110913.1 Sly
75162968 NA Solyc01g110913.1 Sly
75162968 NA Solyc01g110917.1 Sly
75162968 NA Solyc01g110917.1 Sly
75162968 NA Solyc01g110917.1 Sly
75162669 NA Solyc01g111075.1 Sly
75156618 NA Solyc01g111145.1 Sly
75146732 NA Solyc01g111145.1 Sly
75162935 NA Solyc01g111235.1 Sly
75162935 NA Solyc01g111235.1 Sly
75161968 NA Solyc01g111275.1 Sly
75162928 NA Solyc01g111455.1 Sly
75156025 NA Solyc01g111765.1 Sly
75162881 NA Solyc01g111933.1 Sly
75162881 NA Solyc01g111937.1 Sly
75156154 NA Solyc01g112165.1 Sly
75155974 NA Solyc01g112175.1 Sly
75156109 NA Solyc01g112245.1 Sly
75161761 NA Solyc02g044045.1 Sly
75161761 NA Solyc02g044045.1 Sly
75162923 NA Solyc02g044003.1 Sly
75160937 NA Solyc02g043963.1 Sly
75160937 NA Solyc02g043963.1 Sly
75161842 NA Solyc02g043875.1 Sly
75161842 NA Solyc02g043864.1 Sly
74536177 NA Solyc02g043815.1 Sly
75154761 NA Solyc02g055565.1 Sly
75162420 NA Solyc02g055505.1 Sly
75161279 NA Solyc02g050183.1 Sly
75161279 NA Solyc02g050187.1 Sly
75162207 NA Solyc02g050205.1 Sly
75162207 NA Solyc02g050207.1 Sly
75161601 NA Solyc02g050287.1 Sly
75161601 NA Solyc02g050287.1 Sly
75153882 NA Solyc02g050335.1 Sly
75115912 NA Solyc02g005423.1 Sly
75162990 NA Solyc02g005427.1 Sly
75151795 NA Solyc02g011725.1 Sly
75150782 NA Solyc02g011755.1 Sly
75152768 NA Solyc02g011815.1 Sly
74537593 NA Solyc02g011845.1 Sly
75160555 NA Solyc02g011877.1 Sly
75157840 NA Solyc02g011877.1 Sly
75152864 NA Solyc02g011975.1 Sly
75153066 NA Solyc02g011985.1 Sly
75154552 NA Solyc02g014187.1 Sly
75155205 NA Solyc02g014225.1 Sly
74535098 NA Solyc02g014255.1 Sly
75158650 NA Solyc02g014355.1 Sly
75159469 NA Solyc02g014455.1 Sly
75159469 NA Solyc02g014455.1 Sly
75162923 NA Solyc02g014873.1 Sly
75157290 NA Solyc02g021063.1 Sly
75150832 NA Solyc02g021362.1 Sly
75042864 NA Solyc02g021362.1 Sly
75154926 NA Solyc02g021364.1 Sly
75150790 NA Solyc02g021366.1 Sly
75150790 NA Solyc02g021368.1 Sly
75156291 NA Solyc02g023997.1 Sly
75162923 NA Solyc02g026085.1 Sly
75161658 NA Solyc02g030095.1 Sly
75161658 NA Solyc02g030095.1 Sly
75155106 NA Solyc02g030105.1 Sly
75149682 NA Solyc02g030137.1 Sly
75163006 NA Solyc02g030383.1 Sly
75163006 NA Solyc02g030387.1 Sly
75163006 NA Solyc02g030387.1 Sly
75162811 NA Solyc02g030464.1 Sly
75159267 NA Solyc02g030466.1 Sly
75162887 NA Solyc02g030505.1 Sly
75161890 NA Solyc02g030505.1 Sly
75162887 NA Solyc02g030505.1 Sly
75161152 NA Solyc02g030605.1 Sly
75161152 NA Solyc02g030605.1 Sly
75161152 NA Solyc02g030635.1 Sly
75161152 NA Solyc02g030655.1 Sly
75161152 NA Solyc02g032155.1 Sly
75161152 NA Solyc02g032173.1 Sly
75159044 NA Solyc02g032303.1 Sly
75159044 NA Solyc02g032303.1 Sly
75162316 NA Solyc02g032337.1 Sly
75162316 NA Solyc02g032337.1 Sly
75162879 NA Solyc02g032553.1 Sly
75160499 NA Solyc02g032565.1 Sly
75146875 NA Solyc02g032685.1 Sly
75141290 NA Solyc02g032825.1 Sly
75145463 NA Solyc02g032873.1 Sly
75145463 NA Solyc02g032875.1 Sly
75145463 NA Solyc02g032877.1 Sly
75162033 NA Solyc02g033075.1 Sly
75162033 NA Solyc02g033085.1 Sly
75158778 NA Solyc02g033115.1 Sly
75162941 NA Solyc02g037495.1 Sly
75060062 NA Solyc02g037495.1 Sly
75159454 NA Solyc02g037595.1 Sly
75157859 NA Solyc00g007305.1 Sly
75162923 NA Solyc00g007225.1 Sly
75162973 NA Solyc00g007195.1 Sly
75162646 NA Solyc02g061745.1 Sly
75161677 NA Solyc02g094752.1 Sly
75139386 NA Solyc02g094753.1 Sly
75163000 NA Solyc02g061955.1 Sly
75162608 NA Solyc02g062355.1 Sly
75153484 NA Solyc02g062375.1 Sly
75162803 NA Solyc02g062385.1 Sly
75146970 NA Solyc02g062385.1 Sly
75162803 NA Solyc02g062385.1 Sly
75163001 NA Solyc02g062463.1 Sly
75163001 NA Solyc02g062463.1 Sly
74536593 NA Solyc02g062463.1 Sly
75163001 NA Solyc02g062467.1 Sly
75162900 NA Solyc02g062655.1 Sly
75162794 NA Solyc02g094755.1 Sly
75162794 NA Solyc02g094755.1 Sly
75149119 NA Solyc02g062875.1 Sly
75155579 NA Solyc02g062917.1 Sly
75161163 NA Solyc02g062917.1 Sly
75152673 NA Solyc02g062917.1 Sly
75162551 NA Solyc02g062965.1 Sly
75163003 NA Solyc02g062975.1 Sly
75043067 NA Solyc02g062975.1 Sly
75158786 NA Solyc02g063075.1 Sly
75162545 NA Solyc02g063125.1 Sly
75162545 NA Solyc02g063125.1 Sly
75162545 NA Solyc02g063125.1 Sly
75158733 NA Solyc02g063185.1 Sly
75162548 NA Solyc02g063255.1 Sly
75162905 NA Solyc02g063325.1 Sly
75162727 NA Solyc02g063541.1 Sly
75162727 NA Solyc02g063541.1 Sly
75161900 NA Solyc02g063542.1 Sly
75161900 NA Solyc02g063542.1 Sly
75162727 NA Solyc02g063544.1 Sly
75162727 NA Solyc02g063544.1 Sly
75161900 NA Solyc02g063546.1 Sly
75161900 NA Solyc02g063546.1 Sly
75161610 NA Solyc02g063548.1 Sly
75154465 NA Solyc02g064595.1 Sly
75160259 NA Solyc02g064765.1 Sly
75157936 NA Solyc02g064802.1 Sly
75162441 NA Solyc02g064804.1 Sly
75043024 NA Solyc02g064804.1 Sly
75163004 NA Solyc02g064806.1 Sly
75163004 NA Solyc02g064806.1 Sly
75143455 NA Solyc02g064808.1 Sly
75162827 NA Solyc02g064955.1 Sly
75162827 NA Solyc02g064955.1 Sly
75159227 NA Solyc02g065055.1 Sly
75145463 NA Solyc02g065115.1 Sly
75161526 NA Solyc02g065555.1 Sly
75147030 NA Solyc02g065555.1 Sly
75163003 NA Solyc02g065675.1 Sly
75156379 NA Solyc02g065685.1 Sly
75162784 NA Solyc02g065685.1 Sly
75162784 NA Solyc02g065685.1 Sly
75162784 NA Solyc02g065685.1 Sly
75149857 NA Solyc02g065715.1 Sly
75162998 NA Solyc02g065715.1 Sly
74535660 NA Solyc02g065715.1 Sly
75155320 NA Solyc02g065805.1 Sly
75155258 NA Solyc02g066955.1 Sly
75155344 NA Solyc02g067095.1 Sly
75155605 NA Solyc02g067275.1 Sly
75157300 NA Solyc02g067275.1 Sly
75157300 NA Solyc02g067285.1 Sly
75155605 NA Solyc02g067285.1 Sly
75162011 NA Solyc02g067285.1 Sly
75162696 NA Solyc02g067465.1 Sly
75162696 NA Solyc02g067465.1 Sly
75162784 NA Solyc02g067925.1 Sly
75162784 NA Solyc02g067925.1 Sly
75162784 NA Solyc02g067925.1 Sly
75158242 NA Solyc02g068075.1 Sly
75158242 NA Solyc02g068075.1 Sly
75157343 NA Solyc02g068365.1 Sly
75163006 NA Solyc02g068845.1 Sly
75161672 NA Solyc02g068863.1 Sly
75161303 NA Solyc02g068863.1 Sly
75163006 NA Solyc02g068867.1 Sly
75156555 NA Solyc02g068867.1 Sly
75163006 NA Solyc02g068867.1 Sly
75163006 NA Solyc02g068873.1 Sly
75162884 NA Solyc02g068877.1 Sly
75162884 NA Solyc02g068877.1 Sly
75162937 NA Solyc02g068903.1 Sly
75162937 NA Solyc02g068907.1 Sly
75162896 NA Solyc02g069025.1 Sly
75159460 NA Solyc02g069045.1 Sly
75153747 NA Solyc02g069207.1 Sly
75158842 NA Solyc02g069455.1 Sly
74534827 NA Solyc02g069515.1 Sly
75159281 NA Solyc02g069855.1 Sly
75156518 NA Solyc02g069925.1 Sly
75162868 NA Solyc02g069925.1 Sly
75162350 NA Solyc02g069965.1 Sly
75157724 NA Solyc02g070035.1 Sly
75163006 NA Solyc02g070393.1 Sly
75163006 NA Solyc02g070393.1 Sly
75161130 NA Solyc02g070483.1 Sly
75158156 NA Solyc02g070483.1 Sly
75161130 NA Solyc02g070483.1 Sly
75158519 NA Solyc02g070705.1 Sly
74535141 NA Solyc02g070845.1 Sly
75158930 NA Solyc02g070855.1 Sly
75159656 NA Solyc02g070877.1 Sly
75163006 NA Solyc02g070915.1 Sly
75162958 NA Solyc02g070935.1 Sly
75162958 NA Solyc02g070935.1 Sly
75162958 NA Solyc02g070935.1 Sly
75162958 NA Solyc02g070935.1 Sly
75157507 NA Solyc02g071145.1 Sly
75160734 NA Solyc02g071265.1 Sly
75162145 NA Solyc02g071285.1 Sly
75162145 NA Solyc02g071285.1 Sly
75163001 NA Solyc02g071365.1 Sly
75163001 NA Solyc02g071365.1 Sly
75163001 NA Solyc02g071365.1 Sly
75163001 NA Solyc02g071475.1 Sly
75163001 NA Solyc02g071475.1 Sly
75163001 NA Solyc02g071475.1 Sly
75160747 NA Solyc02g071583.1 Sly
75160994 NA Solyc02g071583.1 Sly
75160895 NA Solyc02g071593.1 Sly
75160895 NA Solyc02g071595.1 Sly
75160895 NA Solyc02g071597.1 Sly
75162998 NA Solyc02g071645.1 Sly
75145369 NA Solyc02g071675.1 Sly
75162291 NA Solyc02g071815.1 Sly
75158733 NA Solyc02g071815.1 Sly
75158733 NA Solyc02g071875.1 Sly
74534715 NA Solyc02g071875.1 Sly
75158536 NA Solyc02g072105.1 Sly
75162830 NA Solyc02g072335.1 Sly
75162830 NA Solyc02g072335.1 Sly
75163006 NA Solyc02g072393.1 Sly
75156555 NA Solyc02g072393.1 Sly
75163006 NA Solyc02g072393.1 Sly
75162953 NA Solyc02g072397.1 Sly
75161342 NA Solyc02g072443.1 Sly
75163006 NA Solyc02g072443.1 Sly
75163006 NA Solyc02g072447.1 Sly
75155083 NA Solyc02g072447.1 Sly
75163006 NA Solyc02g072447.1 Sly
75155757 NA Solyc02g073571.1 Sly
75163006 NA Solyc02g073574.1 Sly
75156005 NA Solyc02g075615.1 Sly
75162749 NA Solyc02g075625.1 Sly
75162749 NA Solyc02g075625.1 Sly
75158652 NA Solyc02g076695.1 Sly
75162660 NA Solyc02g076855.1 Sly
75155247 NA Solyc02g076945.1 Sly
75157545 NA Solyc02g077315.1 Sly
75162764 NA Solyc02g077575.1 Sly
75162764 NA Solyc02g077575.1 Sly
75162937 NA Solyc02g077615.1 Sly
75153917 NA Solyc02g078015.1 Sly
75156713 NA Solyc02g078285.1 Sly
75155453 NA Solyc02g078515.1 Sly
74535083 NA Solyc02g078665.1 Sly
75161836 NA Solyc02g078805.1 Sly
75161836 NA Solyc02g078805.1 Sly
75161972 NA Solyc02g079025.1 Sly
75153258 NA Solyc02g079255.1 Sly
75154561 NA Solyc02g079273.1 Sly
75154561 NA Solyc02g079277.1 Sly
75155005 NA Solyc02g079295.1 Sly
75162524 NA Solyc02g079295.1 Sly
75158984 NA Solyc02g079415.1 Sly
75158984 NA Solyc02g079415.1 Sly
75163006 NA Solyc02g079533.1 Sly
75163006 NA Solyc02g079533.1 Sly
75151631 NA Solyc02g079533.1 Sly
NA NA Solyc02g079537.1 Sly
75163006 NA Solyc02g079537.1 Sly
75160516 NA Solyc02g079815.1 Sly
75160516 NA Solyc02g079815.1 Sly
75162956 NA Solyc02g079895.1 Sly
75152632 NA Solyc02g080165.1 Sly
75155713 NA Solyc02g080355.1 Sly
75162294 NA Solyc02g080615.1 Sly
75151237 NA Solyc02g080635.1 Sly
75158874 NA Solyc02g080755.1 Sly
75157380 NA Solyc02g081086.1 Sly
75162483 NA Solyc02g081086.1 Sly
75159381 NA Solyc02g081445.1 Sly
75163006 NA Solyc02g081485.1 Sly
75142967 NA Solyc02g081485.1 Sly
75163006 NA Solyc02g081485.1 Sly
75163006 NA Solyc02g081505.1 Sly
75162992 NA Solyc02g081745.1 Sly
75162992 NA Solyc02g081745.1 Sly
75162400 NA Solyc02g081845.1 Sly
75155581 NA Solyc02g082155.1 Sly
75162722 NA Solyc02g082215.1 Sly
75155212 NA Solyc02g082215.1 Sly
75155427 NA Solyc02g082285.1 Sly
74535583 NA Solyc02g082315.1 Sly
75152618 NA Solyc02g082435.1 Sly
75152618 NA Solyc02g082557.1 Sly
75152618 NA Solyc02g082615.1 Sly
74537620 NA Solyc02g082615.1 Sly
74536177 NA Solyc02g082615.1 Sly
75161552 NA Solyc02g082763.1 Sly
75162951 NA Solyc02g082985.1 Sly
75153098 NA Solyc02g083285.1 Sly
75161501 NA Solyc02g083345.1 Sly
75154023 NA Solyc02g083375.1 Sly
75156475 NA Solyc02g083523.1 Sly
75139284 NA Solyc02g083527.1 Sly
75162764 NA Solyc02g083725.1 Sly
75162764 NA Solyc02g083725.1 Sly
75158344 NA Solyc02g083765.1 Sly
75158344 NA Solyc02g083775.1 Sly
75162469 NA Solyc02g083835.1 Sly
75162469 NA Solyc02g083835.1 Sly
75146890 NA Solyc02g084005.1 Sly
75162515 NA Solyc02g084005.1 Sly
75162515 NA Solyc02g084005.1 Sly
75162987 NA Solyc02g084075.1 Sly
75162002 NA Solyc02g084163.1 Sly
75162994 NA Solyc02g084345.1 Sly
75162994 NA Solyc02g084345.1 Sly
75160900 NA Solyc02g084365.1 Sly
75160504 NA Solyc02g084455.1 Sly
75158734 NA Solyc02g085005.1 Sly
75158734 NA Solyc02g085005.1 Sly
75152834 NA Solyc02g085025.1 Sly
75152834 NA Solyc02g085035.1 Sly
75154905 NA Solyc02g085245.1 Sly
75162567 NA Solyc02g085315.1 Sly
75160555 NA Solyc02g085495.1 Sly
75156836 NA Solyc02g085535.1 Sly
75156935 NA Solyc02g085655.1 Sly
75162466 NA Solyc02g085672.1 Sly
75162976 NA Solyc02g085672.1 Sly
75162976 NA Solyc02g085674.1 Sly
75152618 NA Solyc02g085678.1 Sly
75154191 NA Solyc02g085745.1 Sly
75158024 NA Solyc02g085833.1 Sly
75162436 NA Solyc02g085833.1 Sly
75162436 NA Solyc02g085833.1 Sly
75156728 NA Solyc02g085935.1 Sly
75162736 NA Solyc02g085935.1 Sly
75160491 NA Solyc02g086095.1 Sly
75160491 NA Solyc02g086095.1 Sly
75158860 NA Solyc02g086145.1 Sly
75123048 NA Solyc02g086217.1 Sly
75152618 NA Solyc02g086385.1 Sly
75145181 NA Solyc02g086402.1 Sly
75152618 NA Solyc02g086406.1 Sly
75157735 NA Solyc02g086513.1 Sly
75153793 NA Solyc02g086585.1 Sly
75157161 NA Solyc02g086625.1 Sly
75157971 NA Solyc02g086645.1 Sly
75163002 NA Solyc02g086683.1 Sly
75163002 NA Solyc02g086687.1 Sly
75157775 NA Solyc02g086915.1 Sly
75156951 NA Solyc02g087415.1 Sly
75150848 NA Solyc02g087415.1 Sly
75162925 NA Solyc02g087425.1 Sly
75162925 NA Solyc02g087425.1 Sly
75146983 NA Solyc02g087465.1 Sly
75156870 NA Solyc02g087665.1 Sly
75162373 NA Solyc02g087705.1 Sly
75162373 NA Solyc02g087705.1 Sly
75162289 NA Solyc02g087935.1 Sly
75162289 NA Solyc02g087935.1 Sly
75162289 NA Solyc02g087935.1 Sly
75161417 NA Solyc02g088113.1 Sly
75161417 NA Solyc02g088115.1 Sly
75162670 NA Solyc02g088117.1 Sly
75162819 NA Solyc02g088163.1 Sly
75157880 NA Solyc02g088167.1 Sly
75162819 NA Solyc02g088167.1 Sly
75154115 NA Solyc02g088205.1 Sly
75161406 NA Solyc02g088325.1 Sly
75162375 NA Solyc02g088345.1 Sly
75161060 NA Solyc02g088345.1 Sly
75161060 NA Solyc02g088345.1 Sly
75153943 NA Solyc02g088423.1 Sly
75153943 NA Solyc02g088425.1 Sly
74536177 NA Solyc02g088427.1 Sly
75156820 NA Solyc02g088513.1 Sly
75163003 NA Solyc02g088517.1 Sly
75161948 NA Solyc02g088595.1 Sly
75161948 NA Solyc02g088595.1 Sly
75156015 NA Solyc02g088705.1 Sly
75161968 NA Solyc02g088983.1 Sly
75161968 NA Solyc02g088987.1 Sly
75162016 NA Solyc02g089065.1 Sly
75162016 NA Solyc02g089065.1 Sly
75161243 NA Solyc02g089115.1 Sly
75161243 NA Solyc02g089115.1 Sly
75159911 NA Solyc02g089175.1 Sly
75159911 NA Solyc02g089175.1 Sly
75154119 NA Solyc02g089263.1 Sly
75161670 NA Solyc02g089415.1 Sly
75161670 NA Solyc02g089415.1 Sly
75161670 NA Solyc02g089415.1 Sly
75162595 NA Solyc02g089493.1 Sly
75162595 NA Solyc02g089493.1 Sly
75162595 NA Solyc02g089493.1 Sly
75162595 NA Solyc02g089493.1 Sly
75162595 NA Solyc02g089495.1 Sly
75162573 NA Solyc02g089615.1 Sly
75162573 NA Solyc02g089615.1 Sly
75153149 NA Solyc02g090135.1 Sly
75163004 NA Solyc02g090265.1 Sly
75136079 NA Solyc02g090265.1 Sly
75163004 NA Solyc02g090267.1 Sly
75163004 NA Solyc02g090267.1 Sly
75163004 NA Solyc02g090267.1 Sly
75158187 NA Solyc02g090315.1 Sly
75163004 NA Solyc02g090315.1 Sly
75163004 NA Solyc02g090315.1 Sly
75154938 NA Solyc02g090505.1 Sly
75162887 NA Solyc02g090545.1 Sly
75162887 NA Solyc02g090545.1 Sly
75162887 NA Solyc02g090545.1 Sly
75162682 NA Solyc02g090665.1 Sly
75162682 NA Solyc02g090665.1 Sly
75159760 NA Solyc02g091023.1 Sly
75115900 NA Solyc02g091085.1 Sly
75162856 NA Solyc02g091085.1 Sly
75156485 NA Solyc02g091345.1 Sly
75155163 NA Solyc02g091525.1 Sly
75152618 NA Solyc02g091625.1 Sly
75152618 NA Solyc02g091627.1 Sly
75141349 NA Solyc02g091737.1 Sly
75156889 NA Solyc02g092145.1 Sly
75162614 NA Solyc02g092145.1 Sly
75145512 NA Solyc02g092145.1 Sly
75160466 NA Solyc02g092215.1 Sly
75160466 NA Solyc02g092215.1 Sly
74536790 NA Solyc02g092415.1 Sly
75152618 NA Solyc02g092517.1 Sly
75152618 NA Solyc02g092523.1 Sly
75157805 NA Solyc02g092533.1 Sly
75157805 NA Solyc02g092533.1 Sly
75139380 NA Solyc02g092715.1 Sly
75147001 NA Solyc02g092715.1 Sly
75158870 NA Solyc02g092783.1 Sly
75155446 NA Solyc02g092783.1 Sly
75158870 NA Solyc02g092787.1 Sly
75158870 NA Solyc02g092787.1 Sly
75161161 NA Solyc02g093193.1 Sly
75156826 NA Solyc02g093255.1 Sly
75162806 NA Solyc02g093255.1 Sly
75156826 NA Solyc02g093255.1 Sly
75159760 NA Solyc02g093335.1 Sly
75159760 NA Solyc02g093335.1 Sly
75161447 NA Solyc02g093365.1 Sly
75163005 NA Solyc02g093365.1 Sly
75161447 NA Solyc02g093365.1 Sly
75155260 NA Solyc02g093447.1 Sly
75157837 NA Solyc02g093695.1 Sly
75152426 NA Solyc02g093935.1 Sly
75162419 NA Solyc02g093975.1 Sly
75163005 NA Solyc02g094135.1 Sly
75163005 NA Solyc02g094135.1 Sly
75163005 NA Solyc02g094135.1 Sly
75161815 NA Solyc02g094435.1 Sly
75158774 NA Solyc02g094445.1 Sly
75158138 NA Solyc02g094485.1 Sly
75158138 NA Solyc02g094485.1 Sly
75161447 NA Solyc02g094751.1 Sly
75156513 NA Solyc03g005015.1 Sly
75154560 NA Solyc03g005015.1 Sly
75157277 NA Solyc03g005195.1 Sly
75162942 NA Solyc03g005227.1 Sly
75162942 NA Solyc03g005227.1 Sly
75157215 NA Solyc03g005315.1 Sly
75162580 NA Solyc03g005315.1 Sly
75162934 NA Solyc03g005355.1 Sly
75162934 NA Solyc03g005355.1 Sly
75162934 NA Solyc03g005355.1 Sly
75162934 NA Solyc03g005355.1 Sly
75145463 NA Solyc03g005533.1 Sly
75162788 NA Solyc03g005537.1 Sly
75162788 NA Solyc03g005537.1 Sly
75162788 NA Solyc03g005537.1 Sly
75162958 NA Solyc03g005775.1 Sly
75162958 NA Solyc03g005775.1 Sly
75162958 NA Solyc03g005775.1 Sly
75162958 NA Solyc03g005775.1 Sly
75162816 NA Solyc03g006173.1 Sly
75155156 NA Solyc03g006177.1 Sly
75162868 NA Solyc03g006565.1 Sly
75146885 NA Solyc03g007085.1 Sly
75161169 NA Solyc03g007595.1 Sly
75161169 NA Solyc03g007595.1 Sly
75162760 NA Solyc03g007695.1 Sly
75159129 NA Solyc03g007775.1 Sly
75162658 NA Solyc03g007825.1 Sly
75158270 NA Solyc03g007995.1 Sly
75158270 NA Solyc03g007995.1 Sly
75160609 NA Solyc03g025255.1 Sly
75160609 NA Solyc03g025255.1 Sly
75152990 NA Solyc03g025455.1 Sly
75156990 NA Solyc03g025585.1 Sly
75156990 NA Solyc03g025613.1 Sly
75156990 NA Solyc03g025617.1 Sly
75154531 NA Solyc03g025795.1 Sly
75160882 NA Solyc03g025925.1 Sly
75161456 NA Solyc03g025927.1 Sly
75160882 NA Solyc03g025933.1 Sly
75160882 NA Solyc03g025935.1 Sly
75162857 NA Solyc03g026315.1 Sly
75158600 NA Solyc03g026345.1 Sly
75043035 NA Solyc03g026373.1 Sly
75163004 NA Solyc03g026373.1 Sly
75163004 NA Solyc03g026373.1 Sly
75163004 NA Solyc03g026377.1 Sly
75163004 NA Solyc03g026377.1 Sly
75116228 NA Solyc03g026377.1 Sly
75160882 NA Solyc03g026413.1 Sly
75160882 NA Solyc03g026415.1 Sly
75163006 NA Solyc03g031535.1 Sly
75163006 NA Solyc03g031535.1 Sly
75163006 NA Solyc03g031535.1 Sly
75163006 NA Solyc03g031535.1 Sly
75161755 NA Solyc03g032025.1 Sly
75161755 NA Solyc03g032025.1 Sly
75153098 NA Solyc03g032245.1 Sly
75154398 NA Solyc03g032245.1 Sly
75158691 NA Solyc03g033245.1 Sly
75154319 NA Solyc03g033535.1 Sly
75163000 NA Solyc03g033695.1 Sly
75160290 NA Solyc03g033745.1 Sly
75162844 NA Solyc03g033813.1 Sly
75162844 NA Solyc03g033813.1 Sly
75162844 NA Solyc03g033815.1 Sly
75162844 NA Solyc03g033817.1 Sly
75162844 NA Solyc03g033835.1 Sly
75162938 NA Solyc03g033905.1 Sly
75162938 NA Solyc03g033905.1 Sly
75116210 NA Solyc03g034204.1 Sly
75116210 NA Solyc03g034335.1 Sly
75157701 NA Solyc03g034375.1 Sly
75162705 NA Solyc03g034375.1 Sly
75162705 NA Solyc03g034375.1 Sly
75116984 NA Solyc03g034395.1 Sly
75161296 NA Solyc03g034413.1 Sly
75160920 NA Solyc03g034417.1 Sly
75162668 NA Solyc03g034457.1 Sly
75162668 NA Solyc03g034457.1 Sly
75162668 NA Solyc03g034457.1 Sly
75162103 NA Solyc03g036473.1 Sly
75162103 NA Solyc03g036473.1 Sly
75162103 NA Solyc03g036473.1 Sly
74536811 NA Solyc03g036477.1 Sly
75162800 NA Solyc03g042524.1 Sly
75150213 NA Solyc03g042526.1 Sly
75162668 NA Solyc03g042528.1 Sly
75162668 NA Solyc03g042528.1 Sly
74536811 NA Solyc03g043573.1 Sly
74536811 NA Solyc03g043577.1 Sly
75162882 NA Solyc03g043665.1 Sly
75162882 NA Solyc03g043665.1 Sly
75156657 NA Solyc03g043715.1 Sly
75053154 NA Solyc03g043795.1 Sly
75158404 NA Solyc03g043855.1 Sly
75158349 NA Solyc03g044022.1 Sly
75162940 NA Solyc03g044085.1 Sly
75153775 NA Solyc03g044085.1 Sly
75152102 NA Solyc03g044093.1 Sly
75152102 NA Solyc03g044093.1 Sly
75141465 NA Solyc03g044093.1 Sly
75162218 NA Solyc03g044093.1 Sly
75162338 NA Solyc03g044097.1 Sly
75162338 NA Solyc03g044097.1 Sly
75162338 NA Solyc03g044097.1 Sly
75162830 NA Solyc03g044155.1 Sly
75162011 NA Solyc03g044245.1 Sly
75162011 NA Solyc03g044273.1 Sly
75162011 NA Solyc03g044277.1 Sly
75153652 NA Solyc03g044385.1 Sly
74534884 NA Solyc03g044525.1 Sly
74536847 NA Solyc03g044525.1 Sly
75162879 NA Solyc03g044625.1 Sly
75153258 NA Solyc03g044663.1 Sly
75163004 NA Solyc03g044743.1 Sly
75163004 NA Solyc03g044743.1 Sly
75163004 NA Solyc03g044743.1 Sly
75162992 NA Solyc03g045035.1 Sly
75153140 NA Solyc03g045083.1 Sly
75153140 NA Solyc03g045085.1 Sly
75153652 NA Solyc03g045087.1 Sly
75156100 NA Solyc03g045123.1 Sly
75145463 NA Solyc03g046205.1 Sly
75162952 NA Solyc03g046207.1 Sly
75162952 NA Solyc03g046207.1 Sly
75150621 NA Solyc03g046207.1 Sly
75156923 NA Solyc03g046365.1 Sly
75136079 NA Solyc03g046493.1 Sly
75123134 NA Solyc03g046493.1 Sly
75163004 NA Solyc03g046495.1 Sly
75163004 NA Solyc03g046497.1 Sly
75163004 NA Solyc03g046515.1 Sly
75143083 NA Solyc03g046515.1 Sly
74536933 NA Solyc03g046515.1 Sly
75157185 NA Solyc03g046543.1 Sly
75159268 NA Solyc03g046547.1 Sly
75158404 NA Solyc03g046598.1 Sly
75154454 NA Solyc03g070457.1 Sly
75161997 NA Solyc03g071555.1 Sly
75162103 NA Solyc03g071857.1 Sly
75162103 NA Solyc03g071857.1 Sly
75162923 NA Solyc03g051625.1 Sly
75161224 NA Solyc03g051645.1 Sly
75161224 NA Solyc03g051705.1 Sly
75161224 NA Solyc03g051693.1 Sly
75161224 NA Solyc03g051723.1 Sly
75163005 NA Solyc03g051785.1 Sly
75155296 NA Solyc03g053023.1 Sly
74537620 NA Solyc03g053025.1 Sly
75161489 NA Solyc03g053105.1 Sly
75154926 NA Solyc03g058213.1 Sly
